873,Persever not<comma> but hear me<comma> mighty kings,Persever not
874,Why answer not the double majesties This friendly treaty of our threatened town,answer not
875,But for because he hath not wooed me yet,hath not
876,Let not the hours of this ungodly day Wear out the days in peace<comma> but ere sunset Set armèd discord ’twixt these perjured kings,Let not
877,Thou dar’st not say so<comma> villain<comma> for thy life,dar’st not
878,We like not this,like not
879,The Lady Constance speaks not from her faith<comma> But from her need,speaks not
880,The King is moved<comma> and answers not to this,answers not
881,I am perplexed and know not what to say,know not
882,Even for that name<comma> Which till this time my tongue did ne’er pronounce<comma> Upon my knee I beg<comma> go not to arms Against mine uncle,go not
883,O<comma> upon my knee Made hard with kneeling<comma> I do pray to thee<comma> Thou virtuous Dauphin<comma> alter not the doom Forethought by heaven,alter not
884,,look not
885,Uncleanly scruples fear not you,fear not
886,You were crowned before<comma> And that high royalty was ne’er plucked off<comma> The faiths of men ne’er stainèd with revolt; Fresh expectation troubled not the land With any longed-for change or better state,troubled not
887,So foul a sky clears not without a storm,clears not
889,Hadst not thou been by<comma> A fellow by the hand of nature marked<comma> Quoted<comma> and signed to do a deed of shame<comma> This murder had not come into my mind,had not
890,O<comma> answer not<comma> but to my closet bring The angry lords with all expedient haste,answer not
891,The Earth had not a hole to hide this deed,had not
892,O<comma> he is bold and blushes not at death,blushes not
893,Who speaks not truly<comma> lies,speaks not
894,Trust not those cunning waters of his eyes<comma> For villainy is not without such rheum<comma> And he<comma> long traded in it<comma> makes it seem like rivers of remorse and innocency,Trust not
895,Then pause not<comma> for the present time’s so sick That present med’cine must be ministered<comma> Or overthrow incurable ensues,pause not
896,Let not the world see fear and sad distrust Govern the motion of a kingly eye,Let not
897,It seems you know not<comma> then<comma> so much as we,know not
898,I have a kind soul that would give you thanks And knows not how to do it but with tears,knows not
899,These earthly godfathers of heaven’s lights<comma> That give a name to every fixèd star<comma> Have no more profit of their shining nights Than those that walk and wot not what they are,wot not
900,How you delight<comma> my lords<comma> I know not<comma> I<comma> But I protest I love to hear him lie<comma> And I will use him for my minstrelsy,know not
901,Be to me<comma> and every man that dares not fight,dares not
902,I love not to be crossed,love not
903,He speaks the mere contrary; crosses love not him,love not
904,The first and second cause will not serve my turn; the passado he respects not<comma> the duello he regards not,respects not
905,Good Lord Boyet<comma> my beauty<comma> though but mean<comma> Needs not the painted flourish of your praise,Needs not
906,“ Fair” I give you back again<comma> and“ welcome” I have not yet,have not
907,No<comma> my complete master<comma> but to jig off a tune at the tongue’s end<comma> canary to it with your feet<comma> humor it with turning up your eyelids<comma> sigh a note and sing a note<comma> sometimes through the throat as if you swallowed love with singing love<comma> sometimes through the nose as if you snuffed up love by smelling love; with your hat penthouse-like o’er the shop of your eyes<comma> with your arms crossed on your thin-belly doublet like a rabbit on a spit; or your hands in your pocket like a man after the old painting; and keep not too long in one tune<comma> but a snip and away,keep not
908,Thou knowest not what it is,knowest not
909,I know not<comma> but I think it was not he,know not
910,Pardon me<comma> madam<comma> for I meant not so,meant not
911,If we choose by the horns<comma> yourself come not near,come not
912,But omne bene<comma> say I<comma> being of an old father’s mind: Many can brook the weather that love not the wind,love not
914,He hath not eat paper<comma> as it were; he hath not drunk ink,hath not
915,And raught not to five weeks when he came to fivescore,raught not
916,You find not the apostrophus<comma> and so miss the accent,find not
917,Stay not thy compliment,Stay not
918,Sir<comma> tell not me of the Father,tell not
919,So sweet a kiss the golden sun gives not To those fresh morning drops upon the rose As thy eyebeams<comma> when their fresh rays have smote The night of dew that on my cheeks down flows,gives not
920,Disfigure not his shop,Disfigure not
921,Vows for thee broke deserve not punishment,deserve not
922,A woman I forswore<comma> but I will prove<comma> Thou being a goddess<comma> I forswore not thee,forswore not
923,Your Grace needs not fear it,needs not
924,Who sees the heavenly Rosaline That<comma> like a rude and savage man of Ind At the first op’ning of the gorgeous East<comma> Bows not his vassal head and<comma> strucken blind<comma> Kisses the base ground with obedient breast,Bows not
925,Where is a book<comma> That I may swear beauty doth beauty lack If that she learn not of her eye to look,learn not
926,But love<comma> first learnèd in a lady’s eyes<comma> Lives not alone immurèd in the brain<comma> But with the motion of all elements Courses as swift as thought in every power<comma> And gives to every power a double power<comma> Above their functions and their offices,Lives not
927,I marvel thy master hath not eaten thee for a word<comma> for thou art not so long by the head as honorificabilitudinitatibus,hath not
928,We will have<comma> if this fadge not<comma> an antic,fadge not
929,Indeed<comma> I weigh not you<comma> and therefore light,weigh not
930,O<comma> that’s you care not for me,care not
931,The blood of youth burns not with such excess As gravity’s revolt to wantonness,burns not
932,Folly in fools bears not so strong a note As fool’ry in the wise<comma> when wit doth dote<comma> Since all the power thereof it doth apply To prove<comma> by wit<comma> worth in simplicity,bears not
933,” And ever and anon they made a doubt Presence majestical would put him out;“ For<comma>” quoth the King<comma>“ an angel shalt thou see; Yet fear not thou<comma> but speak audaciously,fear not
934,Out of your favors<comma> heavenly spirits<comma> vouchsafe Not to behold—,vouchsafe Not
935,And we that sell by gross<comma> the Lord doth know<comma> Have not the grace to grace it with such show,Have not
936,I dare not call them fools; but this I think: When they are thirsty<comma> fools would fain have drink,dare not
937,Seek not to undo us,Seek not
938,Your oath once broke<comma> you force not to forswear,force not
939,For mine own part<comma> I know not the degree of the Worthy<comma> but I am to stand for him,know not
940,He speaks not like a man of God his making,speaks not
941,Sweet chucks<comma> beat not the bones of the buried,beat not
942,A heavy heart bears not a humble tongue,bears not
943,And though the mourning brow of progeny Forbid the smiling courtesy of love The holy suit which fain it would convince<comma> Yet since love’s argument was first on foot<comma> Let not the cloud of sorrow jostle it From what it purposed<comma> since to wail friends lost Is not by much so wholesome-profitable As to rejoice at friends but newly found,Let not
945,If this austere insociable life Change not your offer made in heat of blood; If frosts and fasts<comma> hard lodging<comma> and thin weeds Nip not the gaudy blossoms of your love<comma> But that it bear this trial<comma> and last love; Then<comma> at the expiration of the year<comma> Come challenge me<comma> challenge me by these deserts<comma> And by this virgin palm now kissing thine<comma> I will be thine,Nip not
946,Yet swear not<comma> lest you be forsworn again,swear not
947,Jack hath not Jill,hath not
948,It did always seem so to us<comma> but now in the division of the kingdom<comma> it appears not which of the dukes he values most<comma> for equalities are so weighed that curiosity in neither can make choice of either’s moiety,appears not
949,Come not between the dragon and his wrath,Come not
950,Pardon me<comma> royal sir<comma> Election makes not up in such conditions,makes not
952,I yet beseech your Majesty— If for I want that glib and oily art To speak and purpose not<comma> since what I well intend I’ll do ’t before I speak— that you make known It is no vicious blot<comma> murder<comma> or foulness<comma> No unchaste action or dishonored step That hath deprived me of your grace and favor<comma> But even for want of that for which I am richer: A still-soliciting eye and such a tongue That I am glad I have not<comma> though not to have it Hath lost me in your liking,have not
953,Better thou Hadst not been born than not t’ have pleased me better,Hadst not
954,Prescribe not us our duty,Prescribe not
955,You see how full of changes his age is; the observation we have made of it hath not been little,hath not
956,Then must we look from his age to receive not alone the imperfections of long-engraffed condition<comma> but therewithal the unruly waywardness that infirm and choleric years bring with them,receive not
957,The quality of nothing hath not such need to hide itself,hath not
958,It is a letter from my brother that I have not all o’erread; and for so much as I have perused<comma> I find it not fit for your o’erlooking,have not
959,I begin to find an idle and fond bondage in the oppression of aged tyranny<comma> who sways not as it hath power but as it is suffered,sways not
960,I promise you<comma> the effects he writes of succeed unhappily<comma> as of unnaturalness between the child and the parent<comma> death<comma> dearth<comma> dissolutions of ancient amities<comma> divisions in state<comma> menaces and maledictions against king and nobles<comma> needless diffidences<comma> banishment of friends<comma> dissipation of cohorts<comma> nuptial breaches<comma> and I know not what,know not
961,Why came not the slave back to me when I called him,came not
962,My lord<comma> I know not what the matter is<comma> but to my judgment your Highness is not entertained with that ceremonious affection as you were wont,know not
963,I have not seen him this two days,have not
964,Fools had ne’er less grace in a year<comma> For wise men are grown foppish And know not how their wits to wear<comma> Their manners are so apish,know not
965,,condemn not
966,Not in this land shall he remain uncaught<comma> And found— dispatch,dispatch Not
967,I know not why he comes,know not
968,I know not<comma> madam,know not
969,You know not why we came to visit you—,know not
970,Why then<comma> I care not for thee,care not
971,Call not your stocks for me,Call not
972,They durst not do ’t,durst not
973,I looked not for you yet<comma> nor am provided For your fit welcome,looked not
974,O<comma> reason not the need,reason not
975,Allow not nature more than nature needs<comma> Man’s life is cheap as beast’s,Allow not
976,Thou art a lady; If only to go warm were gorgeous<comma> Why<comma> nature needs not what thou gorgeous wear’st<comma> Which scarcely keeps thee warm,needs not
977,Touch me with noble anger<comma> And let not women’s weapons<comma> water drops<comma> Stain my man’s cheeks,let not
978,— No<comma> you unnatural hags<comma> I will have such revenges on you both That all the world shall— I will do such things— What they are yet I know not<comma> but they shall be The terrors of the Earth,know not
979,He calls to horse<comma> but will I know not whither,know not
980,There is division<comma> Although as yet the face of it is covered With mutual cunning<comma> ’twixt Albany and Cornwall<comma> Who have— as who have not<comma> that their great stars Throned and set high,have not
981,If you shall see Cordelia( As fear not but you shall)<comma> show her this ring<comma> And she will tell you who that fellow is That yet you do not know,fear not
982,I tax not you<comma> you elements<comma> with unkindness,tax not
983,Things that love night Love not such nights as these,Love not
984,When priests are more in word than matter<comma> When brewers mar their malt with water<comma> When nobles are their tailors’ tutors<comma> No heretics burned but wenches’ suitors<comma> When every case in law is right<comma> No squire in debt<comma> nor no poor knight; When slanders do not live in tongues<comma> Nor cutpurses come not to throngs<comma> When usurers tell their gold i’ th’ field<comma> And bawds and whores do churches build<comma> Then shall the realm of Albion Come to great confusion; Then comes the time<comma> who lives to see ’t<comma> That going shall be used with feet,come not
985,Alack<comma> alack<comma> Edmund<comma> I like not this unnatural dealing,like not
986,Come not in here<comma> nuncle; here’s a spirit,Come not
989,Obey thy parents<comma> keep thy word’s justice<comma> swear not<comma> commit not with man’s sworn spouse<comma> set not thy sweet heart on proud array,set not
990,Let not the creaking of shoes nor the rustling of silks betray thy poor heart to woman,Let not
991,Her boat hath a leak<comma> And she must not speak Why she dares not come over to thee,dares not
992,— Croak not<comma> black angel,Croak not
993,To be worst<comma> The lowest and most dejected thing of Fortune<comma> Stands still in esperance<comma> lives not in fear,lives not
994,It is the cowish terror of his spirit<comma> That dares not undertake,dares not
995,Milk-livered man<comma> That bear’st a cheek for blows<comma> a head for wrongs; Who hast not in thy brows an eye discerning Thine honor from thy suffering; that not know’st Fools do those villains pity who are punished Ere they have done their mischief,hast not
996,Proper deformity shows not in the fiend So horrid as in woman,shows not
997,Thou changèd and self-covered thing<comma> for shame Bemonster not thy feature,Bemonster not
998,Those happy smilets That played on her ripe lip seemed not to know What guests were in her eyes<comma> which parted thence As pearls from diamonds dropped,seemed not
999,You spoke not with her since,spoke not
1000,Lord Edmund spake not with your lord at home,spake not
1001,I know not<comma> lady,know not
1002,Belike<comma> Some things— I know not what,know not
1003,— And yet I know not how conceit may rob The treasury of life<comma> when life itself Yields to the theft,know not
1004,Hadst thou been aught but gossamer<comma> feathers<comma> air<comma> So many fathom down precipitating<comma> Thou ’dst shivered like an egg; but thou dost breathe<comma> Hast heavy substance<comma> bleed’st not<comma> speak’st<comma> art sound,bleed’st not
1005,Ten masts at each make not the altitude Which thou hast perpendicularly fell,make not
1006,You ever-gentle gods<comma> take my breath from me; Let not my worser spirit tempt me again To die before you please,Let not
1007,Nay<comma> come not near th’ old man,come not
1008,I doubt not of his temperance,doubt not
1009,Alack<comma> alack<comma> ’Tis wonder that thy life and wits at once Had not concluded all,Had not
1010,I know not what to say,know not
1012,Methinks I should know you and know this man<comma> Yet I am doubtful<comma> for I am mainly ignorant What place this is<comma> and all the skill I have Remembers not these garments; nor I know not Where I did lodge last night,know not
1013,The let-alone lies not in your goodwill,lies not
1014,He knows not what he says<comma> and vain is it That we present us to him,knows not
1015,Vex not his ghost,Vex not
1016,Dismayed not this our captains<comma> Macbeth and Banquo,Dismayed not
1017,So foul and fair a day I have not seen,have not
1018,— What are these<comma> So withered<comma> and so wild in their attire<comma> That look not like th’ inhabitants o’ th’ Earth And yet are on ’t,look not
1019,The Thane of Cawdor lives A prosperous gentleman<comma> and to be king Stands not within the prospect of belief<comma> No more than to be Cawdor,Stands not
1020,Whether he was combined With those of Norway<comma> or did line the rebel With hidden help and vantage<comma> or that with both He labored in his country’s wrack<comma> I know not; But treasons capital<comma> confessed and proved<comma> Have overthrown him,know not
1021,New honors come upon him<comma> Like our strange garments<comma> cleave not to their mold But with the aid of use,cleave not
1022,Stars<comma> hide your fires; Let not light see my black and deep desires,Let not
1023,Come<comma> thick night<comma> And pall thee in the dunnest smoke of hell<comma> That my keen knife see not the wound it makes<comma> Nor heaven peep through the blanket of the dark To cry“ Hold<comma> hold,see not
1024,Wouldst thou have that Which thou esteem’st the ornament of life And live a coward in thine own esteem<comma> Letting“ I dare not” wait upon“ I would<comma>” Like the poor cat i’ th’ adage,dare not
1025,I have not heard the clock,have not
1026,I think not of them,think not
1027,Thou sure and firm-set earth<comma> Hear not my steps<comma> which way they walk<comma> for fear Thy very stones prate of my whereabouts And take the present horror from the time<comma> Which now suits with it,Hear not
1028,This murderous shaft that’s shot Hath not yet lighted<comma> and our safest way Is to avoid the aim,Hath not
1029,Go not my horse the better<comma> I must become a borrower of the night For a dark hour or twain,Go not
1030,Fail not our feast,Fail not
1031,He needs not our mistrust<comma> since he delivers Our offices and what we have to do To the direction just,needs not
1032,Stand not upon the order of your going<comma> But go at once,Stand not
1033,Listen but speak not to ’t,speak not
1034,You know not Whether it was his wisdom or his fear,know not
1036,I dare not speak much further; But cruel are the times when we are traitors And do not know ourselves; when we hold rumor From what we fear<comma> yet know not what we fear<comma> But float upon a wild and violent sea Each way and move— I take my leave of you,know not
1037,He hath not touched you yet,hath not
1038,I pray you<comma> Let not my jealousies be your dishonors<comma> But mine own safeties,Let not
1039,Great tyranny<comma> lay thou thy basis sure<comma> For goodness dare not check thee,dare not
1040,I speak not as in absolute fear of you,speak not
1041,But fear not yet To take upon you what is yours,fear not
1042,The tyrant has not battered at their peace,has not
1043,Let not your ears despise my tongue forever<comma> Which shall possess them with the heaviest sound That ever yet they heard,Let not
1044,Blunt not the heart; enrage it,Blunt not
1045,Look not so pale,Look not
1046,I think but dare not speak,dare not
1047,The spirits that know All mortal consequences have pronounced me thus:“ Fear not<comma> Macbeth,Fear not
1048,Gracious my lord<comma> I should report that which I say I saw<comma> But know not how to do ’t,know not
1049,If thy speech be sooth<comma> I care not if thou dost for me as much,care not
1050,“ Fear not till Birnam Wood Do come to Dunsinane<comma>” and now a wood Comes toward Dunsinane,Fear not
1051,If the Duke<comma> with the other dukes<comma> come not to composition with the King of Hungary<comma> why then all the dukes fall upon the King,come not
1052,You have not heard of the proclamation<comma> have you,have not
1053,Come<comma> fear not you,fear not
1054,Though you change your place<comma> you need not change your trade,need not
1055,This we came not to Only for propagation of a dower Remaining in the coffer of her friends<comma> From whom we thought it meet to hide our love Till time had made them for us,came not
1056,Believe not that the dribbling dart of love Can pierce a complete bosom,Believe not
1057,We have strict statutes and most biting laws<comma> The needful bits and curbs to headstrong weeds<comma> Which for this fourteen years we have let slip<comma> Even like an o’ergrown lion in a cave That goes not out to prey,goes not
1058,I speak not as desiring more<comma> But rather wishing a more strict restraint Upon the sisterhood<comma> the votarists of Saint Clare,speak not
1059,Let but your Honor know<comma> Whom I believe to be most strait in virtue<comma> That<comma> in the working of your own affections<comma> Had time cohered with place<comma> or place with wishing<comma> Or that the resolute acting of your blood Could have attained th’ effect of your own purpose<comma> Whether you had not sometime in your life Erred in this point which now you censure him<comma> And pulled the law upon you,had not
1060,If it please your Honor<comma> I know not well what they are<comma> but precise villains they are<comma> that I am sure of<comma> and void of all profanation in the world that good Christians ought to have,know not
1061,— If ever I was respected with her<comma> or she with me<comma> let not your Worship think me the poor duke’s officer,let not
1062,If your Worship will take order for the drabs and the knaves<comma> you need not to fear the bawds,need not
1063,The law hath not been dead<comma> though it hath slept,hath not
1064,Those many had not dared to do that evil If the first that did th’ edict infringe Had answered for his deed,had not
1065,I show it most of all when I show justice<comma> For then I pity those I do not know<comma> Which a dismissed offense would after gall<comma> And do him right that<comma> answering one foul wrong<comma> Lives not to act another,Lives not
1066,Heaven hath my empty words<comma> Whilst my invention<comma> hearing not my tongue<comma> Anchors on Isabel,hearing not
1067,I talk not of your soul,talk not
1068,Your sense pursues not mine,pursues not
1069,Admit no other way to save his life— As I subscribe not that<comma> nor any other— But<comma> in the loss of question<comma> that you<comma> his sister<comma> Finding yourself desired of such a person Whose credit with the judge<comma> or own great place<comma> Could fetch your brother from the manacles Of the all-binding law<comma> and that there were No earthly mean to save him but that either You must lay down the treasures of your body To this supposed<comma> or else to let him suffer<comma> What would you do,subscribe not
1070,It oft falls out<comma> To have what we would have<comma> we speak not what we mean,speak not
1071,Happy thou art not<comma> For what thou hast not<comma> still thou striv’st to get<comma> And what thou hast<comma> forget’st,hast not
1072,Ay<comma> but to die<comma> and go we know not where<comma> To lie in cold obstruction and to rot<comma> This sensible warm motion to become A kneaded clod; and the delighted spirit To bathe in fiery floods<comma> or to reside In thrilling region of thick-ribbèd ice<comma> To be imprisoned in the viewless winds And blown with restless violence round about The pendent world; or to be worse than worst Of those that lawless and incertain thought Imagine howling— ’tis too horrible,know not
1073,I have spirit to do anything that appears not foul in the truth of my spirit,appears not
1074,Left her in her tears and dried not one of them with his comfort<comma> swallowed his vows whole<comma> pretending in her discoveries of dishonor; in few<comma> bestowed her on her own lamentation<comma> which she yet wears for his sake; and he<comma> a marble to her tears<comma> is washed with them but relents not,dried not
1075,I know not where<comma> but wheresoever<comma> I wish him well,know not
1076,I can hardly believe that<comma> since you know not what you speak,know not
1077,I cry you mercy<comma> sir<comma> and well could wish You had not found me here so musical,had not
1078,You have not been inquired after,have not
1079,I have not yet made known to Mariana A word of this,have not
1080,My lord hath sent you this note<comma> and by me this further charge: that you swerve not from the smallest article of it<comma> neither in time<comma> matter<comma> or other circumstance,swerve not
1081,I told you: Lord Angelo<comma> belike thinking me remiss in mine office<comma> awakens me with this unwonted putting-on<comma> methinks strangely; for he hath not used it before,hath not
1082,How came it that the absent duke had not either delivered him to his liberty<comma> or executed him,had not
1083,His friends still wrought reprieves for him; and indeed his fact<comma> till now in the government of Lord Angelo<comma> came not to an undoubtful proof,came not
1084,It hath not moved him at all,hath not
1085,,doubt not
1086,This is a thing that Angelo knows not<comma> for he this very day receives letters of strange tenor<comma> perchance of the Duke’s death<comma> perchance entering into some monastery<comma> but by chance nothing of what is writ,knows not
1087,Put not yourself into amazement how these things should be,Put not
1088,Trust not my holy order If I pervert your course,Trust not
1089,I dare not for my head fill my belly,dare not
1090,Sir<comma> the Duke is marvelous little beholding to your reports<comma> but the best is<comma> he lives not in them,lives not
1091,Friar<comma> thou knowest not the Duke so well as I do,knowest not
1092,O worthy prince<comma> dishonor not your eye By throwing it on any other object Till you have heard me in my true complaint And given me justice<comma> justice<comma> justice<comma> justice,dishonor not
1093,Make not impossible That which but seems unlike,Make not
1094,O gracious duke<comma> Harp not on that; nor do not banish reason For inequality<comma> but let your reason serve To make the truth appear where it seems hid<comma> And hide the false seems true,Harp not
1095,By heaven<comma> fond wretch<comma> thou know’st not what thou speak’st<comma> Or else thou art suborned against his honor In hateful practice,know’st not
1096,I have known my husband<comma> yet my husband Knows not that ever he knew me,Knows not
1097,Not that I know,know Not
1098,I for a while Will leave you; but stir not you till you have Well determined upon these slanderers,stir not
1099,Speak not you to him till we call upon you,Speak not
1100,,Sneak not
1101,I know not by what power I am made bold<comma> Nor how it may concern my modesty In such a presence here to plead my thoughts; But I beseech your Grace that I may know The worst that may befall me in this case If I refuse to wed Demetrius,know not
1102,Therefore<comma> fair Hermia<comma> question your desires<comma> Know of your youth<comma> examine well your blood<comma> Whether( if you yield not to your father’s choice) You can endure the livery of a nun<comma> For aye to be in shady cloister mewed<comma> To live a barren sister all your life<comma> Chanting faint hymns to the cold fruitless moon,yield not
1103,So will I grow<comma> so live<comma> so die<comma> my lord<comma> Ere I will yield my virgin patent up Unto his Lordship whose unwishèd yoke My soul consents not to give sovereignty,consents not
1104,Demetrius thinks not so,thinks not
1105,Love looks not with the eyes but with the mind; And therefore is winged Cupid painted blind,looks not
1106,Nay<comma> faith<comma> let not me play a woman,let not
1107,Take heed the Queen come not within his sight<comma> For Oberon is passing fell and wrath Because that she<comma> as her attendant<comma> hath A lovely boy stolen from an Indian king; She never had so sweet a changeling,come not
1108,The spring<comma> the summer<comma> The childing autumn<comma> angry winter<comma> change Their wonted liveries<comma> and the mazèd world By their increase now knows not which is which,knows not
1109,Set your heart at rest: The Fairyland buys not the child of me,buys not
1110,But yet you draw not iron<comma> for my heart Is true as steel,draw not
1111,Tempt not too much the hatred of my spirit<comma> For I am sick when I do look on thee,Tempt not
1112,And I am sick when I look not on you,look not
1113,The wildest hath not such a heart as you,hath not
1114,Fear not<comma> my lord,Fear not
1115,Newts and blindworms<comma> do no wrong<comma> Come not near our Fairy Queen,Come not
1116,Weaving spiders<comma> come not here,come not
1117,Beetles black<comma> approach not near,approach not
1118,Pretty soul<comma> she durst not lie Near this lack-love<comma> this kill-courtesy,durst not
1119,Lysander<comma> say not so,say not
1120,Not Hermia<comma> but Helena I love,love Not
1121,She sees not Hermia,sees not
1122,The finch<comma> the sparrow<comma> and the lark<comma> The plainsong cuckoo gray<comma> Whose note full many a man doth mark And dares not answer“ nay”— for<comma> indeed<comma> who would set his wit to so foolish a bird,dares not
1123,Demetrius loves her<comma> and he loves not you,loves not
1124,Disparage not the faith thou dost not know<comma> Lest to thy peril thou aby it dear,Disparage not
1125,You speak not as you think,speak not
1126,I understand not what you mean by this,understand not
1127,Speak not of Helena,Speak not
1128,Take not her part,Take not
1129,Nay<comma> go not back,go not
1130,I am amazed and know not what to say,know not
1131,Hie<comma> therefore<comma> Robin<comma> overcast the night; The starry welkin cover thou anon With drooping fog as black as Acheron<comma> And lead these testy rivals so astray As one come not within another’s way,come not
1132,Abide me<comma> if thou dar’st<comma> for well I wot Thou runn’st before me<comma> shifting every place<comma> And dar’st not stand nor look me in the face,dar’st not
1133,Do not fret yourself too much in the action<comma> monsieur<comma> and<comma> good monsieur<comma> have a care the honey-bag break not; I would be loath to have you overflown with a honey-bag<comma> signior,break not
1134,But<comma> my good lord<comma> I wot not by what power( But by some power it is) my love to Hermia<comma> Melted as the snow<comma> seems to me now As the remembrance of an idle gaud Which in my childhood I did dote upon<comma> And all the faith<comma> the virtue of my heart<comma> The object and the pleasure of mine eye<comma> Is only Helena,wot not
1136,The eye of man hath not heard<comma> the ear of man hath not seen<comma> man’s hand is not able to taste<comma> his tongue to conceive<comma> nor his heart to report what my dream was,hath not
1137,If he come not<comma> then the play is marred,come not
1138,It goes not forward<comma> doth it,goes not
1139,You have not a man in all Athens able to discharge Pyramus but he,have not
1140,An the Duke had not given him sixpence a day for playing Pyramus<comma> I’ll be hanged,had not
1141,In any case<comma> let Thisbe have clean linen<comma> and let not him that plays the lion pare his nails<comma> for they shall hang out for the lion’s claws,let not
1142,I love not to see wretchedness o’ercharged<comma> And duty in his service perishing,love not
1143,That you should think we come not to offend<comma> But with goodwill,come not
1144,He hath rid his prologue like a rough colt; he knows not the stop,knows not
1145,His discretion<comma> I am sure<comma> cannot carry his valor<comma> for the goose carries not the fox,carries not
1146,He dares not come there for the candle<comma> for you see<comma> it is already in snuff,dares not
1147,In sooth I know not why I am so sad,know not
1148,But tell not me: I know Antonio Is sad to think upon his merchandise,tell not
1149,I would have stayed till I had made you merry<comma> If worthier friends had not prevented me,had not
1150,You look not well<comma> Signior Antonio,look not
1151,But fish not with this melancholy bait For this fool gudgeon<comma> this opinion,fish not
1152,You know I say nothing to him<comma> for he understands not me<comma> nor I him,understands not
1153,You need not fear<comma> lady<comma> the having any of these lords,need not
1154,Why<comma> fear not<comma> man<comma> I will not forfeit it,fear not
1155,I like not fair terms and a villain’s mind,like not
1156,But if my father had not scanted me And hedged me by his wit to yield myself His wife who wins me by that means I told you<comma> Yourself<comma> renownèd prince<comma> then stood as fair As any comer I have looked on yet For my affection,had not
1157,“ Budge not<comma>” says my conscience,Budge not
1158,Talk not of Master Lancelet<comma> father<comma> for the young gentleman<comma> according to Fates and Destinies<comma> and such odd sayings<comma> the Sisters Three<comma> and such branches of learning<comma> is indeed deceased<comma> or<comma> as you would say in plain terms<comma> gone to heaven,Talk not
1159,I know not what I shall think of that; but I am Lancelet<comma> the Jew’s man<comma> and I am sure Margery your wife is my mother,know not
1160,If I serve not him<comma> I will run as far as God has any ground,serve not
1161,But hear thee<comma> Gratiano<comma> Thou art too wild<comma> too rude and bold of voice— Parts that become thee happily enough<comma> And in such eyes as ours appear not faults,appear not
1162,We have not made good preparation,have not
1163,We have not spoke us yet of torchbearers,have not
1164,Hear you me<comma> Jessica<comma> Lock up my doors<comma> and when you hear the drum And the vile squealing of the wry-necked fife<comma> Clamber not you up to the casements then<comma> Nor thrust your head into the public street To gaze on Christian fools with varnished faces<comma> But stop my house’s ears( I mean my casements),Clamber not
1165,Let not the sound of shallow fopp’ry enter My sober house,Let not
1166,Not I but my affairs have made you wait,wait Not
1167,A golden mind stoops not to shows of dross,stoops not
1168,Had you been as wise as bold<comma> Young in limbs<comma> in judgment old<comma> Your answer had not been enscrolled,had not
1169,A kinder gentleman treads not the Earth,treads not
1170,Slubber not business for my sake<comma> Bassanio<comma> But stay the very riping of the time; And for the Jew’s bond which he hath of me<comma> Let it not enter in your mind of love,Slubber not
1171,” What many men desire— that“ many” may be meant By the fool multitude that choose by show<comma> Not learning more than the fond eye doth teach<comma> Which pries not to th’ interior<comma> but like the martlet Builds in the weather on the outward wall<comma> Even in the force and road of casualty,pries not
1172,Madam<comma> there is alighted at your gate A young Venetian<comma> one that comes before To signify th’ approaching of his lord<comma> From whom he bringeth sensible regreets; To wit( besides commends and courteous breath)<comma> Gifts of rich value; yet I have not seen So likely an ambassador of love,have not
1173,Hath not a Jew eyes,Hath not
1174,Hath not a Jew hands<comma> organs<comma> dimensions<comma> senses<comma> affections<comma> passions,Hath not
1175,And I know not what’s spent in the search,know not
1176,There’s something tells me( but it is not love) I would not lose you<comma> and you know yourself Hate counsels not in such a quality,counsels not
1177,You that choose not by the view Chance as fair and choose as true,choose not
1178,And I know<comma> my lord<comma> If law<comma> authority<comma> and power deny not<comma> It will go hard with poor Antonio,deny not
1179,Tell not me of mercy,Tell not
1180,Speak not against my bond,Speak not
1181,Come on<comma> Nerissa<comma> I have work in hand That you yet know not of,know not
1182,— then I’ll repent<comma> And wish<comma> for all that<comma> that I had not killed them,had not
1183,Nay<comma> you need not fear us<comma> Lorenzo,need not
1184,Why<comma> if two gods should play some heavenly match<comma> And on the wager lay two earthly women<comma> And Portia one<comma> there must be something else Pawned with the other<comma> for the poor rude world Hath not her fellow,Hath not
1185,Some men there are love not a gaping pig<comma> Some that are mad if they behold a cat<comma> And others<comma> when the bagpipe sings i’ th’ nose<comma> Cannot contain their urine; for affection Masters oft passion<comma> sways it to the mood Of what it likes or loathes,love not
1186,Grieve not that I am fall’n to this for you<comma> For herein Fortune shows herself more kind Than is her custom: it is still her use To let the wretched man outlive his wealth<comma> To view with hollow eye and wrinkled brow An age of poverty<comma> from which ling’ring penance Of such misery doth she cut me off,Grieve not
1187,Commend me to your honorable wife<comma> Tell her the process of Antonio’s end<comma> Say how I loved you<comma> speak me fair in death<comma> And when the tale is told<comma> bid her be judge Whether Bassanio had not once a love,had not
1188,Repent but you that you shall lose your friend And he repents not that he pays your debt,repents not
1189,And yet<comma> thy wealth being forfeit to the state<comma> Thou hast not left the value of a cord; Therefore thou must be hanged at the state’s charge,hast not
1190,Pardon not that,Pardon not
1191,He is not<comma> nor we have not heard from him,have not
1192,If I could add a lie unto a fault<comma> I would deny it<comma> but you see my finger Hath not the ring upon it,Hath not
1193,Let not that doctor e’er come near my house,Let not
1194,Lie not a night from home,Lie not
